c1.cui	c1.name	c1.cui	c1.name	c1.diseaseClassName	c1.STY	c1.cui	c1.name	c2.geneId	c2.name	c2.geneId	c2.name	c2.uniprotId	c2.description	c2.pathName	c2.pantherName	c2.geneId	c2.name	c0.score	c0.diseaseId	c0.score	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.diseaseId	c0.geneId	c0.score	c0.pmids
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	5726	TAS2R38	5726	TAS2R38	P59533	taste receptor, type 2, member 38	Signal Transduction	null	5726	TAS2R38	0.0217947531371009	umls:C0238463	0.0217947531371009	5726	0.0217947531371009	umls:C0238463	5726	0.0217947531371009	umls:C0238463	5726	0.0217947531371009	73
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	2158	F9	2158	F9	P00740	coagulation factor IX	Hemostasis; Metabolism of proteins	protease; hydrolase; defense/immunity protein; calcium-binding protein	2158	F9	0.0214961948749489	umls:C0238463	0.0214961948749489	2158	0.0214961948749489	umls:C0238463	2158	0.0214961948749489	umls:C0238463	2158	0.0214961948749489	72
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	4914	NTRK1	4914	NTRK1	P04629	neurotrophic tyrosine kinase, receptor, type 1	Signal Transduction	null	4914	NTRK1	0.00806107307810583	umls:C0238463	0.00806107307810583	4914	0.00806107307810583	umls:C0238463	4914	0.00806107307810583	umls:C0238463	4914	0.00806107307810583	27
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7157	TP53	7157	TP53	P04637	tumor protein p53	Apoptosis; Cell Cycle; Cellular responses to stress; Hemostasis; Signal Transduction	transcription factor	7157	TP53	0.00447837393228102	umls:C0238463	0.00447837393228102	7157	0.00447837393228102	umls:C0238463	7157	0.00447837393228102	umls:C0238463	7157	0.00447837393228102	15
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	2944	GSTM1	2944	GSTM1	P09488	glutathione S-transferase mu 1	Metabolism	null	2944	GSTM1	0.00434561613745324	umls:C0238463	0.00434561613745324	2944	0.00434561613745324	umls:C0238463	2944	0.00434561613745324	umls:C0238463	2944	0.00434561613745324	4
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	3845	KRAS	3845	KRAS	P01116	Kirsten rat sarcoma viral oncogene homolog	Developmental Biology; Disease; Hemostasis; Immune System; Signal Transduction	enzyme modulator	3845	KRAS	0.00434561613745324	umls:C0238463	0.00434561613745324	3845	0.00434561613745324	umls:C0238463	3845	0.00434561613745324	umls:C0238463	3845	0.00434561613745324	4
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	3569	IL6	3569	IL6	P05231	interleukin 6 (interferon, beta 2)	Cellular responses to stress; Immune System	signaling molecule	3569	IL6	0.00404705787530117	umls:C0238463	0.00404705787530117	3569	0.00404705787530117	umls:C0238463	3569	0.00404705787530117	umls:C0238463	3569	0.00404705787530117	2
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	2952	GSTT1	2952	GSTT1	P30711	glutathione S-transferase theta 1	Metabolism	oxidoreductase; signaling molecule; cytoskeletal protein; transferase; isomerase; nucleic acid binding	2952	GSTT1	0.00404705787530117	umls:C0238463	0.00404705787530117	2952	0.00404705787530117	umls:C0238463	2952	0.00404705787530117	umls:C0238463	2952	0.00404705787530117	3
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	3958	LGALS3	3958	LGALS3	P17931	lectin, galactoside-binding, soluble, 3	Immune System	cell adhesion molecule; signaling molecule	3958	LGALS3	0.00388125740797688	umls:C0238463	0.00388125740797688	3958	0.00388125740797688	umls:C0238463	3958	0.00388125740797688	umls:C0238463	3958	0.00388125740797688	13
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	4893	NRAS	4893	NRAS	P01111	neuroblastoma RAS viral (v-ras) oncogene homolog	Developmental Biology; Disease; Hemostasis; Immune System; Signal Transduction	enzyme modulator	4893	NRAS	0.0037484996131491	umls:C0238463	0.0037484996131491	4893	0.0037484996131491	umls:C0238463	4893	0.0037484996131491	umls:C0238463	4893	0.0037484996131491	2
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7170	TPM3	7170	TPM3	P06753	tropomyosin 3	Muscle contraction	cytoskeletal protein	7170	TPM3	0.00328414088367274	umls:C0238463	0.00328414088367274	7170	0.00328414088367274	umls:C0238463	7170	0.00328414088367274	umls:C0238463	7170	0.00328414088367274	11
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	53373	TPCN1	53373	TPCN1	Q9ULQ1	two pore segment channel 1	Transmembrane transport of small molecules	transporter	53373	TPCN1	0.00328414088367274	umls:C0238463	0.00328414088367274	53373	0.00328414088367274	umls:C0238463	53373	0.00328414088367274	umls:C0238463	53373	0.00328414088367274	11
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	140805	HT	140805	HT	null	Hashimoto thyroiditis	null	null	140805	HT	0.00328414088367274	umls:C0238463	0.00328414088367274	140805	0.00328414088367274	umls:C0238463	140805	0.00328414088367274	umls:C0238463	140805	0.00328414088367274	11
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	324	APC	324	APC	P25054	adenomatous polyposis coli	Apoptosis; Signal Transduction	null	324	APC	0.00298558262152068	umls:C0238463	0.00298558262152068	324	0.00298558262152068	umls:C0238463	324	0.00298558262152068	umls:C0238463	324	0.00298558262152068	10
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	6528	SLC5A5	6528	SLC5A5	Q92911	solute carrier family 5 (sodium/iodide cotransporter), member 5	Metabolism; Transmembrane transport of small molecules	transporter	6528	SLC5A5	0.00298558262152068	umls:C0238463	0.00298558262152068	6528	0.00298558262152068	umls:C0238463	6528	0.00298558262152068	umls:C0238463	6528	0.00298558262152068	10
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7080	NKX2-1	7080	NKX2-1	P43699	NK2 homeobox 1	null	transcription factor; nucleic acid binding	7080	NKX2-1	0.00268702435936861	umls:C0238463	0.00268702435936861	7080	0.00268702435936861	umls:C0238463	7080	0.00268702435936861	umls:C0238463	7080	0.00268702435936861	9
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7253	TSHR	7253	TSHR	P16473	thyroid stimulating hormone receptor	Signal Transduction	extracellular matrix protein; receptor	7253	TSHR	0.00238846609721654	umls:C0238463	0.00238846609721654	7253	0.00238846609721654	umls:C0238463	7253	0.00238846609721654	umls:C0238463	7253	0.00238846609721654	8
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	595	CCND1	595	CCND1	P24385	cyclin D1	Cell Cycle; Signal Transduction	enzyme modulator	595	CCND1	0.00238846609721654	umls:C0238463	0.00238846609721654	595	0.00238846609721654	umls:C0238463	595	0.00238846609721654	umls:C0238463	595	0.00238846609721654	8
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	5594	MAPK1	5594	MAPK1	P28482	mitogen-activated protein kinase 1	Cell Cycle; Cellular responses to stress; Developmental Biology; Disease; Hemostasis; Immune System; Neuronal System; Signal ...	transferase; kinase	5594	MAPK1	0.00208990783506447	umls:C0238463	0.00208990783506447	5594	0.00208990783506447	umls:C0238463	5594	0.00208990783506447	umls:C0238463	5594	0.00208990783506447	7
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	4233	MET	4233	MET	P08581	met proto-oncogene	Developmental Biology	null	4233	MET	0.00208990783506447	umls:C0238463	0.00208990783506447	4233	0.00208990783506447	umls:C0238463	4233	0.00208990783506447	umls:C0238463	4233	0.00208990783506447	7
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	2304	FOXE1	2304	FOXE1	O00358	forkhead box E1 (thyroid transcription factor 2)	null	transcription factor; nucleic acid binding	2304	FOXE1	0.00208990783506447	umls:C0238463	0.00208990783506447	2304	0.00208990783506447	umls:C0238463	2304	0.00208990783506447	umls:C0238463	2304	0.00208990783506447	7
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	2048	EPHB2	2048	EPHB2	P29323	EPH receptor B2	Developmental Biology	null	2048	EPHB2	0.00208990783506447	umls:C0238463	0.00208990783506447	2048	0.00208990783506447	umls:C0238463	2048	0.00208990783506447	umls:C0238463	2048	0.00208990783506447	7
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	472	ATM	472	ATM	Q13315	ataxia telangiectasia mutated	Cell Cycle; Cellular responses to stress; DNA Repair	transferase; kinase; nucleic acid binding	472	ATM	0.00208990783506447	umls:C0238463	0.00208990783506447	472	0.00208990783506447	umls:C0238463	472	0.00208990783506447	umls:C0238463	472	0.00208990783506447	7
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	6635	SNRPE	6635	SNRPE	P62304	small nuclear ribonucleoprotein polypeptide E	Gene Expression; Metabolism of RNA; Transcription	nucleic acid binding	6635	SNRPE	0.00208990783506447	umls:C0238463	0.00208990783506447	6635	0.00208990783506447	umls:C0238463	6635	0.00208990783506447	umls:C0238463	6635	0.00208990783506447	7
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	3342	HTC2	3342	HTC2	null	hypertrichosis 2 (generalized, congenital)	null	null	3342	HTC2	0.00208990783506447	umls:C0238463	0.00208990783506447	3342	0.00208990783506447	umls:C0238463	3342	0.00208990783506447	umls:C0238463	3342	0.00208990783506447	7
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	8731	RNMT	8731	RNMT	O43148	RNA (guanine-7-) methyltransferase	Disease; Gene Expression; Transcription	transferase; nucleic acid binding	8731	RNMT	0.00208990783506447	umls:C0238463	0.00208990783506447	8731	0.00208990783506447	umls:C0238463	8731	0.00208990783506447	umls:C0238463	8731	0.00208990783506447	7
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	79811	SLTM	79811	SLTM	Q9NWH9	SAFB-like, transcription modulator	null	null	79811	SLTM	0.00208990783506447	umls:C0238463	0.00208990783506447	79811	0.00208990783506447	umls:C0238463	79811	0.00208990783506447	umls:C0238463	79811	0.00208990783506447	7
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7038	TG	7038	TG	P01266	thyroglobulin	null	hydrolase	7038	TG	0.00179134957291241	umls:C0238463	0.00179134957291241	7038	0.00179134957291241	umls:C0238463	7038	0.00179134957291241	umls:C0238463	7038	0.00179134957291241	6
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7294	TXK	7294	TXK	P42681	TXK tyrosine kinase	Immune System	transferase; kinase	7294	TXK	0.00179134957291241	umls:C0238463	0.00179134957291241	7294	0.00179134957291241	umls:C0238463	7294	0.00179134957291241	umls:C0238463	7294	0.00179134957291241	6
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	207	AKT1	207	AKT1	P31749	v-akt murine thymoma viral oncogene homolog 1	Apoptosis; Developmental Biology; Disease; Gene Expression; Hemostasis; Immune System; Membrane Trafficking; Metabolism; Meta...	transfer/carrier protein; transferase; calcium-binding protein; kinase	207	AKT1	0.00179134957291241	umls:C0238463	0.00179134957291241	207	0.00179134957291241	umls:C0238463	207	0.00179134957291241	umls:C0238463	207	0.00179134957291241	6
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7852	CXCR4	7852	CXCR4	P61073	chemokine (C-X-C motif) receptor 4	Disease; Signal Transduction	receptor	7852	CXCR4	0.00179134957291241	umls:C0238463	0.00179134957291241	7852	0.00179134957291241	umls:C0238463	7852	0.00179134957291241	umls:C0238463	7852	0.00179134957291241	6
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	6774	STAT3	6774	STAT3	P40763	signal transducer and activator of transcription 3 (acute-phase response factor)	Developmental Biology; Disease; Immune System; Signal Transduction	transcription factor; nucleic acid binding	6774	STAT3	0.00179134957291241	umls:C0238463	0.00179134957291241	6774	0.00179134957291241	umls:C0238463	6774	0.00179134957291241	umls:C0238463	6774	0.00179134957291241	6
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	4489	MT1A	4489	MT1A	P04731	metallothionein 1A	null	null	4489	MT1A	0.00179134957291241	umls:C0238463	0.00179134957291241	4489	0.00179134957291241	umls:C0238463	4489	0.00179134957291241	umls:C0238463	4489	0.00179134957291241	6
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	11186	RASSF1	11186	RASSF1	Q9NS23	Ras association (RalGDS/AF-6) domain family member 1	null	enzyme modulator	11186	RASSF1	0.00179134957291241	umls:C0238463	0.00179134957291241	11186	0.00179134957291241	umls:C0238463	11186	0.00179134957291241	umls:C0238463	11186	0.00179134957291241	6
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	51365	PLA1A	51365	PLA1A	Q53H76	phospholipase A1 member A	null	storage protein; hydrolase	51365	PLA1A	0.00149279131076034	umls:C0238463	0.00149279131076034	51365	0.00149279131076034	umls:C0238463	51365	0.00149279131076034	umls:C0238463	51365	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	5894	RAF1	5894	RAF1	P04049	v-raf-1 murine leukemia viral oncogene homolog 1	Developmental Biology; Disease; Hemostasis; Immune System; Neuronal System; Signal Transduction; Transmembrane transport of s...	transferase; kinase	5894	RAF1	0.00149279131076034	umls:C0238463	0.00149279131076034	5894	0.00149279131076034	umls:C0238463	5894	0.00149279131076034	umls:C0238463	5894	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	1956	EGFR	1956	EGFR	P00533	epidermal growth factor receptor	Developmental Biology; Disease; Immune System; Signal Transduction	null	1956	EGFR	0.00149279131076034	umls:C0238463	0.00149279131076034	1956	0.00149279131076034	umls:C0238463	1956	0.00149279131076034	umls:C0238463	1956	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7173	TPO	7173	TPO	P07202	thyroid peroxidase	Metabolism	oxidoreductase	7173	TPO	0.00149279131076034	umls:C0238463	0.00149279131076034	7173	0.00149279131076034	umls:C0238463	7173	0.00149279131076034	umls:C0238463	7173	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	8643	PTCH2	8643	PTCH2	Q9Y6C5	patched 2	Signal Transduction	receptor	8643	PTCH2	0.00149279131076034	umls:C0238463	0.00149279131076034	8643	0.00149279131076034	umls:C0238463	8643	0.00149279131076034	umls:C0238463	8643	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7015	TERT	7015	TERT	O14746	telomerase reverse transcriptase	Cell Cycle; Signal Transduction	nucleic acid binding	7015	TERT	0.00149279131076034	umls:C0238463	0.00149279131076034	7015	0.00149279131076034	umls:C0238463	7015	0.00149279131076034	umls:C0238463	7015	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	7849	PAX8	7849	PAX8	Q06710	paired box 8	null	transcription factor; nucleic acid binding	7849	PAX8	0.00149279131076034	umls:C0238463	0.00149279131076034	7849	0.00149279131076034	umls:C0238463	7849	0.00149279131076034	umls:C0238463	7849	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	1022	CDK7	1022	CDK7	P50613	cyclin-dependent kinase 7	Cell Cycle; DNA Repair; Disease; Gene Expression; Transcription	transferase; kinase	1022	CDK7	0.00149279131076034	umls:C0238463	0.00149279131076034	1022	0.00149279131076034	umls:C0238463	1022	0.00149279131076034	umls:C0238463	1022	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	5290	PIK3CA	5290	PIK3CA	P42336	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha	Cell-Cell communication; Disease; Hemostasis; Immune System; Metabolism; Signal Transduction	transferase; kinase	5290	PIK3CA	0.00149279131076034	umls:C0238463	0.00149279131076034	5290	0.00149279131076034	umls:C0238463	5290	0.00149279131076034	umls:C0238463	5290	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	4582	MUC1	4582	MUC1	P15941	mucin 1, cell surface associated	Metabolism of proteins	null	4582	MUC1	0.00149279131076034	umls:C0238463	0.00149279131076034	4582	0.00149279131076034	umls:C0238463	4582	0.00149279131076034	umls:C0238463	4582	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	3082	HGF	3082	HGF	P14210	hepatocyte growth factor (hepapoietin A; scatter factor)	Hemostasis; Immune System	protease; hydrolase	3082	HGF	0.00149279131076034	umls:C0238463	0.00149279131076034	3082	0.00149279131076034	umls:C0238463	3082	0.00149279131076034	umls:C0238463	3082	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	5624	PROC	5624	PROC	P04070	protein C (inactivator of coagulation factors Va and VIIIa)	Hemostasis; Metabolism of proteins	defense/immunity protein; calcium-binding protein	5624	PROC	0.00149279131076034	umls:C0238463	0.00149279131076034	5624	0.00149279131076034	umls:C0238463	5624	0.00149279131076034	umls:C0238463	5624	0.00149279131076034	5
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	1029	CDKN2A	1029	CDKN2A	P42771;Q8N726	cyclin-dependent kinase inhibitor 2A	Cellular responses to stress	enzyme modulator	1029	CDKN2A	0.00119423304860827	umls:C0238463	0.00119423304860827	1029	0.00119423304860827	umls:C0238463	1029	0.00119423304860827	umls:C0238463	1029	0.00119423304860827	4
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	27352	SGSM3	27352	SGSM3	Q96HU1	small G protein signaling modulator 3	null	enzyme modulator; hydrolase	27352	SGSM3	0.00119423304860827	umls:C0238463	0.00119423304860827	27352	0.00119423304860827	umls:C0238463	27352	0.00119423304860827	umls:C0238463	27352	0.00119423304860827	4
C0238463	Thyroid cancer, papillary	C0238463	Thyroid cancer, papillary	Neoplasms;Endocrine System Diseases	Neoplastic Process	C0238463	Thyroid cancer, papillary	4790	NFKB1	4790	NFKB1	P19838	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	Cellular responses to stress; Immune System; Signal Transduction	transcription factor	4790	NFKB1	0.00119423304860827	umls:C0238463	0.00119423304860827	4790	0.00119423304860827	umls:C0238463	4790	0.00119423304860827	umls:C0238463	4790	0.00119423304860827	4
