class,score
1,4.774435728122113
1,3.658598636484888
1,3.4681808507493757
1,3.3790169134868133
1,3.265339543196585
1,2.484369820276474
1,2.0821480317098975
1,1.8001704897954376
1,1.6273392997505614
1,1.3996099333147067
1,0.8036257736128282
0,0.27529046076688074
0,0.15736079764826763
0,0.15059993262052676
0,0.14807996124939565
0,0.14369173007120248
0,0.1432253803940108
0,0.1310038401418952
0,0.12835408993170797
0,0.12292195805324209
0,0.11396378385913265
0,0.10902615601532079
0,0.09498622859540952
0,0.09486723458344881
0,0.0896200004137227
0,0.0886554008603899
0,0.08496784360855442
0,0.08077787400470078
0,0.07996564498146284
0,0.07823637818708357
0,0.07438670680529542
0,0.07305715473920034
0,0.07293242233706643
0,0.07290309585939073
0,0.0711497419447779
0,0.07104297583699395
0,0.0708619778684407
0,0.06959888518635969
0,0.0685095060142617
0,0.06678728992346082
0,0.06545085118445562
0,0.06313988082683307
0,0.0591018722923811
0,0.05818107470834858
0,0.056615616502302325
0,0.055845737690869826
0,0.05491083351150068
0,0.05468656267159679
0,0.054151647728384135
0,0.0527316361510865
0,0.05215492923049018
0,0.05172537451001455
0,0.05130766987804624
0,0.05088375184284021
0,0.050461800548564084
0,0.050331156641697274
0,0.04980690174710647
0,0.04925291920328737
0,0.04782016768559745
0,0.04733976207993158
0,0.04694273042310606
0,0.04620720628194631
0,0.04598582136199344
0,0.045293557445468986
0,0.04381481965152605
0,0.043025965172065805
0,0.04281942896435182
0,0.0423989289800933
0,0.041300072391414346
0,0.0409453662930344
0,0.04064014197304367
0,0.040586273034817065
0,0.04012988768249988
0,0.03991603662447672
0,0.039619607505225966
0,0.03915457570983072
0,0.039141138449130426
0,0.03871080695719533
0,0.038671101993222025
0,0.03850455411648471
0,0.03810726510341437
0,0.038000372460946445
0,0.03793695503450997
0,0.03787662902190597
0,0.03748251245824257
0,0.03732814039125948
0,0.037264896238865926
0,0.03724132128111543
0,0.03718124268247718
0,0.03709147683905866
0,0.03620479845497856
0,0.03599540650337704
0,0.034790482721903236
0,0.03458319300627985
0,0.033844473316715425
0,0.03301760748115456
0,0.032999167587502765
0,0.03294303246954793
0,0.03193764543440747
0,0.03189485548055099
0,0.03149688741305826
0,0.030758975643685606
0,0.030597709188775767
0,0.03052772319082197
0,0.02993586371993007
0,0.029804739651116307
0,0.02974998468638293
0,0.02957944964586284
0,0.029182101636694952
0,0.02905372624934626
0,0.02836679378421435
0,0.028149581191214103
0,0.02813668688898747
0,0.028050526558488845
0,0.027829998321731778
0,0.027683608425828447
0,0.02760770715018466
0,0.027520283690266368
0,0.027510202996395373
0,0.02744890224066841
0,0.027396453456936625
0,0.027357003243797865
0,0.026959498631339642
0,0.026953516975581487
0,0.026413624769053932
0,0.026198210739612784
0,0.026191076567123713
0,0.02618174931871064
0,0.02576084723726408
0,0.02575100656711688
0,0.02543337743571882
0,0.025362345866836885
0,0.025259701810111997
0,0.025117220346601337
1,0.024869919619474747
0,0.02453744955620113
0,0.024062885860314454
0,0.023808600848117565
0,0.023227219536075067
0,0.02318005347121837
0,0.023133566195036447
0,0.02308498762000625
0,0.02275497987476797
0,0.022649284991386787
0,0.022551687490536126
0,0.022525921194969965
0,0.021227470286021302
0,0.02122023935832615
0,0.021105164056819573
0,0.021075508791161827
0,0.021051735548233454
0,0.021050548439768405
0,0.020991251901320146
0,0.02082255289673542
0,0.020684635208426956
0,0.020463859327134504
0,0.020176718988186574
0,0.02016819419122155
0,0.019873182238896933
0,0.019802650614922312
0,0.019627830127176803
0,0.01939740691233118
1,0.01926234443665372
0,0.019101448208792414
0,0.0189985383660013
0,0.01897484518775286
0,0.018858273428534907
0,0.018794765578700506
1,0.018729695282772758
0,0.018456210021600642
0,0.018454708482641115
0,0.018383709614953045
0,0.018309548262332886
0,0.01818838994979895
0,0.018043106060524325
0,0.017958152114556012
0,0.01790280019783195
0,0.017523168540175802
0,0.01746338679016103
0,0.017416294351417037
0,0.017313604171256613
0,0.017310048613600058
0,0.0172276877623631
0,0.01716817169026004
0,0.017114095770932595
0,0.017038137093396136
0,0.017018014393571163
0,0.016929632467977143
0,0.016926003468328232
0,0.016849480259794918
0,0.01684883502435235
0,0.01683661474408004
0,0.016830774970039424
0,0.016818165160635872
0,0.016704821046517798
0,0.016702461638959828
0,0.01663993192077824
0,0.016501440916999933
0,0.01642112055764647
0,0.01638077269757894
0,0.01635255164653308
0,0.016352134028059875
0,0.016297231894335847
0,0.016290830537399322
0,0.01617988254944506
0,0.016105593646786744
0,0.016100758784141318
0,0.01604155189905106
0,0.015840869098088486
0,0.015809707703856497
0,0.015748563110662018
0,0.01563254823404597
0,0.01560390574363851
0,0.015524668299482134
0,0.015512530496759642
0,0.015418484705182995
0,0.015357569841535204
0,0.015351236216502926
0,0.01533175409519398
0,0.015320364840099564
0,0.015297601966388373
0,0.015289631100540714
0,0.015286110940054496
0,0.015262245933553194
0,0.014956247744960956
0,0.014955964408089346
0,0.014923035499764935
0,0.01474242376768771
0,0.01470269017965652
0,0.01466793781789854
0,0.01462315953284163
0,0.014573182474342633
0,0.014460847656248128
0,0.01444870547555584
0,0.014297541054772614
0,0.014280789109513178
0,0.014255458717055433
0,0.014236638550469537
0,0.014233754156770128
0,0.014189628145558799
0,0.014183241615607654
0,0.014140575934023023
0,0.014140499353647747
0,0.014101673952211421
0,0.014091375522007506
0,0.014039022144199744
0,0.013988317759763643
0,0.013942856666491381
0,0.01383935483880343
0,0.01383348361762416
0,0.013818711384913683
0,0.013743360707691579
0,0.01366016403395101
0,0.013646977936129704
0,0.013580303915689984
0,0.013553389181973937
0,0.013421380574027567
0,0.013391549746402505
0,0.013364144141091596
0,0.013309288745012558
0,0.013302178122624424
0,0.013287083857619031
0,0.013235243549913225
0,0.013198789378472745
0,0.013114301056166925
0,0.013043837269348024
0,0.01300402537985496
0,0.012935751710953574
0,0.01292309589866514
0,0.012921214462009091
0,0.012766514127314433
0,0.01273799840155326
0,0.012658275042897457
0,0.01264415094252735
0,0.012627572193005684
0,0.012607671193840455
0,0.01256380828671104
0,0.01255888572989506
0,0.012537905513649205
0,0.012527617099570745
0,0.012523084994350937
0,0.012489252942383781
0,0.012451786457421296
0,0.01244450371838066
0,0.01238590467311768
0,0.012359789163767138
0,0.012358736903327455
0,0.01235413382812545
0,0.012320527631616687
0,0.01231716997369943
0,0.01217365364812232
0,0.012162582412460094
0,0.012115993733294864
0,0.012113007338374834
0,0.012087255058366969
0,0.012070125594518252
0,0.012061714096843923
0,0.012018242604917911
0,0.012010620593466219
0,0.011901507011999289
0,0.011900271756122245
0,0.011880737846150595
0,0.011855274865701582
0,0.011847561871742648
0,0.011829882359651153
0,0.011769361740385781
0,0.011745771343652072
0,0.011629529513412333
0,0.011560740753015612
0,0.011551677922519422
0,0.011548239312046751
0,0.011527026387247436
0,0.011493297460607699
0,0.01144285871582279
0,0.01141608153585524
0,0.011401672472817493
0,0.011401672472817493
0,0.011401672472817493
0,0.011401672472817493
0,0.011382873578404751
0,0.011382435050780267
0,0.01136957462942087
0,0.011363210776159564
0,0.011361744069173637
0,0.01135701749815782
